date,close,sma_50w,sma_200w,below_sma_50w,below_sma_200w,event_first_below_50w,event_first_below_200w,event_reclaim_50w,event_reclaim_200w
2018-05-07,8696.58,7412.02,2255.54,False,False,False,False,False,False
2018-05-14,8518.48,7531.78,2294.99,False,False,False,False,False,False
2018-05-21,7347.39,7619.64,2328.78,True,False,True,False,False,False
2018-05-28,7703.67,7723.38,2364.35,True,False,False,False,False,False
2018-06-04,6781.17,7808.96,2395.3,True,False,False,False,False,False
2018-06-11,6453.41,7887.94,2425.09,True,False,False,False,False,False
2018-06-18,6153.4,7960.96,2453.31,True,False,False,False,False,False
2018-06-25,6349.99,8049.61,2482.67,True,False,False,False,False,False
2018-07-02,6706.6,8128.76,2513.82,True,False,False,False,False,False
2018-07-09,6349.3,8200.9,2543.19,True,False,False,False,False,False
2018-07-16,7396.6,8284.38,2578.18,True,False,False,False,False,False
2018-07-23,8216.74,8367.64,2617.39,True,False,False,False,False,False
2018-07-30,7032.61,8427.11,2650.93,True,False,False,False,False,False
2018-08-06,6310.82,8466.58,2680.59,True,False,False,False,False,False
2018-08-13,6481.99,8504.09,2711.07,True,False,False,False,False,False
2018-08-20,6700.46,8553.58,2742.79,True,False,False,False,False,False
2018-08-27,7290.31,8626.12,2777.62,True,False,False,False,False,False
2018-09-03,6236.04,8677.56,2806.98,True,False,False,False,False,False
2018-09-10,6499.98,8720.01,2837.53,True,False,False,False,False,False
2018-09-17,6702.22,8762.1,2869.21,True,False,False,False,False,False
2018-09-24,6597.81,8780.46,2900.31,True,False,False,False,False,False
2018-10-01,6577.63,8792.63,2931.31,True,False,False,False,False,False
2018-10-08,6183.0,8793.55,2960.44,True,False,False,False,False,False
2018-10-15,6413.38,8774.36,2990.91,True,False,False,False,False,False
2018-10-22,6405.57,8785.06,3021.35,True,False,False,False,False,False
2018-10-29,6421.76,8753.17,3052.14,True,False,False,False,False,False
2018-11-05,6357.54,8694.9,3082.59,True,False,False,False,False,False
2018-11-12,5559.26,8581.08,3109.33,True,False,False,False,False,False
2018-11-19,3938.89,8366.04,3127.75,True,False,False,False,False,False
2018-11-26,4102.05,8069.02,3147.13,True,False,False,False,False,False
2018-12-03,3529.75,7856.46,3163.65,True,False,False,False,False,False
2018-12-10,3193.78,7642.73,3178.45,True,False,False,False,False,False
2018-12-17,3943.83,7399.13,3196.98,True,False,False,False,False,False
2018-12-24,3835.79,7202.89,3214.87,True,False,False,False,False,False
2018-12-31,4040.71,7052.52,3233.7,True,False,False,False,False,False
2019-01-07,3515.95,6889.13,3249.84,True,False,False,False,False,False
2019-01-14,3536.72,6796.04,3266.19,True,False,False,False,False,False
2019-01-21,3533.23,6705.37,3282.64,True,False,False,False,False,False
2019-01-28,3414.82,6565.24,3298.42,True,False,False,False,False,False
2019-02-04,3650.37,6446.45,3315.49,True,False,False,False,False,False
2019-02-11,3625.6,6289.7,3332.5,True,False,False,False,False,False
2019-02-18,3730.68,6173.61,3350.06,True,False,False,False,False,False
2019-02-25,3789.52,6085.64,3367.81,True,False,False,False,False,False
2019-03-04,3897.92,5994.52,3386.1,True,False,False,False,False,False
2019-03-11,3965.5,5937.56,3404.75,True,False,False,False,False,False
2019-03-18,3969.99,5876.41,3423.4,True,False,False,False,False,False
2019-03-25,4096.08,5791.25,3442.74,True,False,False,False,False,False
2019-04-01,5190.85,5719.27,3467.58,True,False,False,False,False,False
2019-04-08,5162.72,5634.64,3492.23,True,False,False,False,False,False
2019-04-15,5295.65,5548.08,3517.49,True,False,False,False,False,False
2019-04-22,5160.98,5477.37,3542.06,True,False,False,False,False,False
2019-04-29,5709.32,5421.19,3569.25,False,False,False,False,True,False
2019-05-06,6974.35,5413.73,3602.56,False,False,False,False,False,False
2019-05-13,8200.0,5423.65,3642.19,False,False,False,False,False,False
2019-05-20,8733.26,5462.69,3684.39,False,False,False,False,False,False
2019-05-27,8734.49,5508.32,3726.65,False,False,False,False,False,False
2019-06-03,7632.99,5537.91,3763.49,False,False,False,False,False,False
2019-06-10,8974.19,5590.39,3807.08,False,False,False,False,False,False
2019-06-17,10831.95,5672.9,3860.09,False,False,False,False,False,False
2019-06-24,10760.1,5761.11,3912.75,False,False,False,False,False,False
2019-07-01,11469.96,5842.58,3968.9,False,False,False,False,False,False
2019-07-08,10191.87,5882.08,4018.71,False,False,False,False,False,False
2019-07-15,10600.24,5953.44,4070.56,False,False,False,False,False,False
2019-07-22,9533.19,6017.88,4117.06,False,False,False,False,False,False
2019-07-29,10986.96,6107.98,4170.8,False,False,False,False,False,False
2019-08-05,11528.73,6204.55,4227.21,False,False,False,False,False,False
2019-08-12,10318.99,6265.12,4277.5,False,False,False,False,False,False
2019-08-19,10136.75,6343.14,4326.76,False,False,False,False,False,False
2019-08-26,9767.53,6408.49,4373.97,False,False,False,False,False,False
2019-09-02,10400.18,6482.45,4424.11,False,False,False,False,False,False
2019-09-09,10305.74,6556.61,4474.04,False,False,False,False,False,False
2019-09-16,10020.58,6625.47,4522.52,False,False,False,False,False,False
2019-09-23,8047.6,6662.76,4560.9,False,False,False,False,False,False
2019-09-30,7854.12,6691.57,4598.23,False,False,False,False,False,False
2019-10-07,8282.96,6729.12,4637.48,False,False,False,False,False,False
2019-10-14,8235.74,6765.4,4676.45,False,False,False,False,False,False
2019-10-21,9557.08,6829.39,4722.12,False,False,False,False,False,False
2019-10-28,9207.0,6902.35,4766.0,False,False,False,False,False,False
2019-11-04,9024.49,7004.06,4808.88,False,False,False,False,False,False
2019-11-11,8499.31,7092.0,4849.48,False,False,False,False,False,False
2019-11-18,6908.36,7159.57,4882.01,True,False,False,False,False,False
2019-11-25,7412.66,7243.95,4917.23,False,False,False,False,True,False
2019-12-02,7524.26,7315.56,4952.98,False,False,False,False,False,False
2019-12-09,7115.08,7381.15,4986.53,True,False,False,False,False,False
2019-12-16,7509.7,7450.53,5021.88,False,False,False,False,False,False
2019-12-23,7385.54,7527.92,5056.65,True,False,True,False,False,False
2019-12-30,7356.7,7604.32,5091.4,True,False,False,False,False,False
2020-01-06,8180.76,7697.27,5130.24,False,False,False,False,True,False
2020-01-13,8696.6,7802.9,5171.67,False,False,False,False,False,False
2020-01-20,8590.48,7901.71,5212.5,False,False,False,False,False,False
2020-01-27,9329.39,8015.78,5257.05,False,False,False,False,False,False
2020-02-03,10173.97,8144.65,5305.82,False,False,False,False,False,False
2020-02-10,9912.89,8267.11,5353.25,False,False,False,False,False,False
2020-02-17,9965.21,8388.46,5400.77,False,False,False,False,False,False
2020-02-24,8528.95,8479.73,5441.15,False,False,False,False,False,False
2020-03-02,8033.7,8561.0,5479.03,True,False,True,False,False,False
2020-03-09,5343.64,8585.96,5503.46,True,True,False,False,False,False
2020-03-16,5813.15,8598.4,5530.33,True,False,False,False,False,True
2020-03-23,5870.9,8612.56,5557.1,True,False,False,False,False,False
